733 581
205 608
73 365
853 279
312 193
688 382
991 428
43 955
389 51
924 968
141 104
533 206
281 426
492 787
341 676
48 880
828 349
422 457
346 333
673 332
320 33
661 489
719 880
330 60
319 744
887 614
870 73
175 630
374 50
636 123
2 977
5 787
66 226
204 155
537 625
135 353
823 671
92 552
574 966
732 347
565 380
234 413
68 631
802 175
651 959
259 177
878 569
421 44
498 414
97 903
628 99
575 92
604 62
80 33
434 750
364 792
557 506
224 63
717 856
536 78
75 314
170 360
975 569
3 193
24 506
129 102
62 740
683 484
388 694
352 86
461 973
106 589
332 202
109 183
223 686
43 701
737 756
656 646
118 356
952 755
885 210
178 359
213 236
569 207
64 48
957 954
644 403
405 128
31 254
4 882
304 130
166 949
291 488
396 611
98 221
847 725
196 233
384 929
271 804
480 285
801 652
833 127
211 933
272 447
520 548
148 9
757 68
138 832
273 505
656 264
771 487
82 415
439 666
584 124
638 143
400 286
70 945
230 980
545 334
134 987
157 790
655 305
646 882
874 255
490 595
813 740
50 404
597 76
527 542
333 18
91 851
344 301
807 985
983 355
559 682
241 746
899 76
712 474
910 763
398 242
149 984
491 769
240 292
189 741
49 469
100 51
859 194
739 367
302 582
401 531
146 317
934 178
840 242
319 911
901 358
518 542
169 123
311 484
534 199
17 947
262 438
737 220
519 249
386 994
376 331
535 791
361 113
658 244
599 961
126 621
28 753
387 81
90 672
799 752
245 951
556 633
443 692
102 512
795 237
555 473
122 734
185 800
273 328
71 884
60 466
909 230
280 111
23 349
855 988
889 821
116 497
212 425
658 632
551 684
182 6
343 997
238 718
41 677
39 426
782 562
456 437
861 538
158 657
105 614
117 429
369 718
711 941
391 318
163 953
467 522
167 990
67 26
616 502
99 277
394 606
88 318
247 176
716 769
992 645
102 691
102 706
653 521
395 778
573 342
68 919
172 554
948 751
38 124
313 792
299 236
430 818
432 14
410 635
309 821
95 216
629 860
735 424
550 841
265 615
590 32
184 577
191 773
405 994
793 630
875 296
121 982
34 263
166 68
8 249
709 489
935 79
202 475
598 244
143 301
495 67
322 623
115 974
168 755
315 650
845 230
928 973
47 585
61 974
15 508
868 404
16 994
30 171
137 305
201 715
144 362
35 502
40 626
445 152
480 113
440 647
528 424
474 624
29 920
145 345
915 504
25 552
571 385
768 287
936 700
284 512
122 671
112 601
693 49
45 2
412 139
169 607
897 170
367 1000
248 70
979 730
546 563
1 647
652 241
229 72
687 715
963 515
670 871
950 204
275 482
246 987
525 75
385 530
36 83
52 131
164 453
970 135
600 211
698 784
881 303
6 567
613 191
139 406
760 995
509 232
323 450
120 829
828 494
94 450
231 595
279 722
893 315
704 54
103 728
251 696
214 426
529 87
926 961
348 168
496 495
642 886
310 49
904 230
659 742
81 203
338 302
174 488
337 759
930 281
812 634
830 154
179 506
141 797
165 987
504 726
110 66
297 200
499 254
470 52
336 223
461 804
370 549
395 426
127 349
229 667
960 108
839 559
350 29
465 224
588 776
905 835
192 955
817 489
665 634
176 831
260 849
998 997
176 206
610 82
244 542
378 822
473 824
283 23
199 120
334 815
747 131
883 531
366 38
239 713
872 384
93 2
57 680
111 419
779 750
654 474
20 592
371 942
876 986
56 27
448 939
927 720
568 594
736 347
86 195
77 516
258 691
130 481
541 150
63 377
794 724
494 996
487 357
222 803
18 458
331 789
238 603
286 266
143 521
752 615
16 217
819 644
65 627
10 243
455 865
321 502
517 602
689 266
917 242
471 572
306 702
738 40
367 424
730 137
138 142
78 501
810 47
264 481
902 1
976 323
76 581
580 486
842 375
914 985
639 219
268 761
156 358
294 174
87 820
101 553
443 422
143 151
32 694
200 699
669 838
232 809
816 91
416 609
219 993
255 721
814 849
147 150
392 322
371 720
523 311
436 680
890 358
978 762
53 725
766 671
296 668
324 937
566 946
643 777
576 49
564 35
74 215
293 640
303 355
235 446
128 612
368 109
599 218
104 187
897 916
37 988
943 624
397 245
863 708
19 745
844 499
408 892
228 15
675 183
655 489
931 781
194 287
390 662
544 846
237 622
731 309
